Date,Open*,High,Low,Close**,Volume,Market Cap
2.Sep.17,387.82,389.35,328.10,348.98,"1,483,600,000","32,942,250,738"
3.Sep.17,350.23,366.49,332.23,347.48,"986,265,984","32,807,142,041"
4.Sep.17,347.13,347.13,279.94,295.17,"1,801,689,984","27,873,682,151"
5.Sep.17,297.57,318.57,268.29,312.99,"1,551,049,984","29,562,162,666"
6.Sep.17,313.8,334.66,313.49,334.34,"1,058,830,016","31,584,914,370"
7.Sep.17,333.52,333.52,319.94,329.43,"718,624,000","31,127,463,390"
8.Sep.17,329.64,329.64,285.16,296.5,"1,098,780,032","28,021,550,341"
9.Sep.17,296.17,299.89,287.22,294.4,"528,620,992","27,829,435,118"
10.Sep.17,294.06,294.76,268.97,288.75,"698,326,016","27,300,089,799"
11.Sep.17,289.74,300.69,286.68,294.53,"571,307,008","27,852,586,150"
12.Sep.17,294.63,311.20,287.23,291.46,"753,144,000","27,568,017,613"
13.Sep.17,291.12,291.12,260.61,277.11,"921,692,032","26,215,830,135"
14.Sep.17,276.59,280.84,213.91,213.91,"1,184,589,952","20,240,633,669"
15.Sep.17,215.22,258.65,195.04,250.46,"1,935,699,968","23,704,566,170"
16.Sep.17,250.87,262.59,238.22,246.52,"711,737,024","23,336,257,868"
17.Sep.17,245.85,257.00,235.24,251.75,"427,452,000","23,835,888,183"
18.Sep.17,252.23,293.50,252.23,293.5,"1,127,750,016","27,794,233,413"
19.Sep.17,293.66,295.77,274.48,282.8,"646,908,992","26,787,085,258"
20.Sep.17,282.02,290.89,278.05,283.74,"421,404,000","26,881,372,918"
21.Sep.17,283.26,286.61,255.02,258.58,"601,265,984","24,502,550,354"
22.Sep.17,258.11,270.54,256.22,264.31,"430,080,992","25,049,676,632"
23.Sep.17,264.6,286.17,261.12,286.17,"450,934,016","27,125,537,826"
24.Sep.17,286.21,292.95,278.13,282.48,"571,411,008","26,780,610,986"
25.Sep.17,282.22,293.52,281.88,292.33,"483,160,992","27,718,684,465"
26.Sep.17,292.35,293.75,287.02,287.44,"345,800,992","27,259,015,800"
27.Sep.17,287.02,308.02,286.82,306.47,"550,243,968","29,068,342,956"
28.Sep.17,306.47,307.20,295.47,299.15,"501,894,016","28,379,292,201"
29.Sep.17,299.12,299.92,279.77,291.47,"541,374,976","27,654,290,280"
30.Sep.17,291.48,303.96,291.11,301.46,"332,439,008","28,607,406,298"
1.Oct.17,301.55,303.19,295.06,302.34,"306,184,992","28,694,730,559"
2.Oct.17,302.48,302.92,294.58,297.48,"339,443,008","28,237,763,674"
3.Oct.17,297.48,300.11,288.13,292.46,"321,680,000","27,766,443,809"
4.Oct.17,292.75,299.39,290.89,292.66,"257,906,000","27,789,444,567"
5.Oct.17,292.77,298.04,288.84,295.86,"253,747,008","28,098,336,333"
6.Oct.17,295.15,308.84,294.95,308.59,"318,664,000","29,311,483,315"
7.Oct.17,308.89,313.13,304.98,311.12,"342,204,992","29,557,048,403"
8.Oct.17,311.06,312.54,308.03,308.61,"293,167,008","29,322,710,612"
9.Oct.17,308.67,309.31,288.18,297.39,"559,467,008","28,261,533,648"
10.Oct.17,297.6,306.15,293.17,299.87,"359,705,984","28,501,667,385"
11.Oct.17,301.18,304.39,299.10,303.46,"264,146,000","28,847,211,568"
12.Oct.17,303.5,309.15,303.29,304.14,"527,556,992","28,916,525,240"
13.Oct.17,304.08,348.60,299.66,338.76,"1,304,359,936","32,213,441,854"
14.Oct.17,338.85,347.98,334.70,339.63,"516,561,984","32,301,459,659"
15.Oct.17,339.53,342.72,320.43,336.6,"635,406,976","32,018,244,067"
16.Oct.17,336.71,349.35,332.04,333.38,"692,884,992","31,718,200,756"
17.Oct.17,333.48,333.48,311.79,317.08,"509,924,000","30,173,609,812"
18.Oct.17,316.94,317.24,290.64,314.32,"606,113,984","29,917,084,625"
19.Oct.17,314.54,316.71,305.83,308.09,"349,830,016","29,330,304,837"
20.Oct.17,308.05,311.44,303.49,304.01,"396,672,992","28,947,916,800"
21.Oct.17,303.57,303.93,291.77,300.19,"408,014,016","28,590,314,194"
22.Oct.17,300.55,305.50,292.81,295.45,"327,387,008","28,144,794,782"
23.Oct.17,295.1,295.75,277.58,286.95,"482,336,000","27,341,319,876"
24.Oct.17,287.12,311.96,282.66,298.33,"684,281,024","28,431,576,038"
25.Oct.17,298.44,301.85,290.72,297.92,"325,040,000","28,399,185,652"
26.Oct.17,298.02,301.07,295.22,296.53,"270,272,992","28,271,925,666"
27.Oct.17,296.51,299.26,294.06,297.42,"257,168,992","28,363,439,564"
28.Oct.17,297.92,300.36,293.58,296.3,"264,424,000","28,262,202,960"
29.Oct.17,296.38,313.76,296.38,305.09,"551,752,000","29,106,827,254"
30.Oct.17,304.78,310.50,304.35,307.75,"331,441,984","29,367,079,933"
31.Oct.17,307.38,310.55,305.88,305.88,"369,583,008","29,194,751,985"
1.Nov.17,305.76,306.40,290.58,291.69,"553,864,000","27,846,764,494"
2.Nov.17,290.73,293.91,281.17,287.43,"904,900,992","27,445,442,368"
3.Nov.17,288.5,308.31,287.69,305.71,"646,339,968","29,197,317,355"
4.Nov.17,305.48,305.48,295.80,300.47,"416,479,008","28,702,737,365"
5.Nov.17,300.04,301.37,295.12,296.26,"337,657,984","28,307,052,341"
6.Nov.17,296.43,305.42,293.72,298.89,"579,358,976","28,564,296,472"
7.Nov.17,298.57,304.84,290.77,294.66,"540,766,016","28,165,778,801"
8.Nov.17,294.27,318.70,293.10,309.07,"967,955,968","29,549,552,409"
9.Nov.17,308.64,329.45,307.06,320.88,"893,249,984","30,685,584,327"
10.Nov.17,320.67,324.72,294.54,299.25,"885,985,984","28,623,188,738"
11.Nov.17,298.59,319.45,298.19,314.68,"842,300,992","30,105,285,828"
12.Nov.17,314.69,319.15,298.51,307.91,"1,613,479,936","29,463,540,579"
13.Nov.17,307.02,328.42,307.02,316.72,"1,041,889,984","30,312,834,756"
14.Nov.17,316.76,340.18,316.76,337.63,"1,069,680,000","32,321,383,639"
15.Nov.17,337.96,340.91,329.81,333.36,"722,665,984","31,919,060,540"
16.Nov.17,333.44,336.16,323.61,330.92,"797,254,016","31,692,795,453"
17.Nov.17,330.17,334.96,327.52,332.39,"621,732,992","31,840,349,187"
18.Nov.17,331.98,349.62,327.69,347.61,"649,638,976","33,305,160,559"
19.Nov.17,347.4,371.29,344.74,354.39,"1,181,529,984","33,961,430,090"
20.Nov.17,354.09,372.14,353.29,366.73,"807,027,008","35,151,847,933"
21.Nov.17,367.44,372.47,350.69,360.4,"949,912,000","34,552,559,750"
22.Nov.17,360.31,381.42,360.15,380.65,"800,819,008","36,501,878,925"
23.Nov.17,381.44,425.55,376.09,410.17,"1,845,680,000","39,340,408,036"
24.Nov.17,412.5,480.97,402.76,474.91,"2,292,829,952","45,560,021,462"
25.Nov.17,475.68,485.19,461.05,466.28,"1,422,080,000","44,741,093,552"
26.Nov.17,465.97,472.72,451.61,471.33,"1,197,779,968","45,235,644,662"
27.Nov.17,471.53,493.40,468.48,480.36,"1,396,480,000","46,111,561,438"
28.Nov.17,480.52,482.48,466.35,472.9,"1,346,499,968","45,405,717,909"
29.Nov.17,473.28,522.31,425.07,427.52,"2,675,940,096","41,057,383,009"
30.Nov.17,431.21,465.50,401.24,447.11,"1,903,040,000","42,947,937,239"
1.Dec.17,445.21,472.61,428.31,466.54,"1,247,879,936","44,823,457,369"
2.Dec.17,466.85,476.24,456.65,463.45,"943,649,984","44,535,863,933"
3.Dec.17,463.7,482.81,451.85,465.85,"990,556,992","44,776,362,724"
4.Dec.17,466.05,474.78,453.31,470.2,"1,005,550,016","45,204,145,125"
5.Dec.17,470.29,473.56,457.66,463.28,"1,216,720,000","44,548,159,326"
6.Dec.17,462.6,462.71,420.21,428.59,"1,998,259,968","41,220,997,942"
7.Dec.17,426.37,441.40,414.41,434.41,"2,129,570,048","41,789,848,007"
8.Dec.17,434.99,466.06,422.37,456.03,"2,336,379,904","43,879,256,076"
9.Dec.17,457.34,504.15,456.25,473.5,"2,003,849,984","45,570,080,683"
10.Dec.17,472.79,472.79,429.51,441.72,"1,404,179,968","42,520,479,602"
11.Dec.17,440.36,516.97,439.10,515.14,"1,771,440,000","49,597,927,198"
12.Dec.17,522.29,657.32,504.49,651.43,"5,179,829,760","62,733,982,232"
13.Dec.17,644.91,747.99,597.80,702.77,"4,524,539,904","67,692,231,422"
14.Dec.17,700.59,753.12,664.99,695.82,"3,821,580,032","67,036,917,107"
15.Dec.17,696.38,697.13,621.06,684.45,"2,758,710,016","65,956,174,321"
16.Dec.17,686.19,718.39,680.79,696.21,"2,165,690,112","67,103,695,920"
17.Dec.17,696.24,735.83,696.24,719.97,"2,147,389,952","69,409,025,338"
18.Dec.17,721.73,803.93,689.23,794.65,"3,249,230,080","76,623,897,492"
19.Dec.17,793.9,881.94,785.34,826.82,"4,096,549,888","79,743,740,362"
20.Dec.17,827.52,845.06,756.00,819.09,"3,969,939,968","79,014,430,828"
21.Dec.17,820.24,880.54,792.69,821.06,"3,569,060,096","79,221,896,341"
22.Dec.17,822.64,827.68,543.76,674.86,"4,977,710,080","65,129,109,277"
23.Dec.17,681.32,763.90,679.73,719.39,"2,480,339,968","69,441,297,649"
24.Dec.17,721.77,721.77,614.92,694.15,"2,300,549,888","67,019,237,420"
25.Dec.17,698.87,782.52,698.87,765.83,"2,491,760,128","73,955,757,349"
26.Dec.17,763.37,786.79,760.93,773.84,"2,201,159,936","74,744,613,931"
27.Dec.17,774.97,789.25,738.41,762.84,"2,100,029,952","73,698,377,070"
28.Dec.17,762.21,763.32,701.19,737.02,"2,389,149,952","71,219,054,808"
29.Dec.17,740.39,770.12,729.61,753.59,"2,648,969,984","72,835,328,712"
30.Dec.17,753.82,753.82,685.23,717.26,"3,187,780,096","69,338,470,696"
31.Dec.17,712.21,760.35,710.12,756.73,"2,554,269,952","73,170,170,967"
1.Jan.18,755.76,782.53,742.00,772.64,"2,595,760,128","74,724,233,458"
2.Jan.18,772.35,914.83,772.35,884.44,"5,783,349,760","85,552,984,077"
3.Jan.18,886,974.47,868.45,962.72,"5,093,159,936","93,146,829,617"
4.Jan.18,961.71,1045.08,946.09,980.92,"6,502,859,776","94,924,308,783"
5.Jan.18,975.75,1075.39,956.33,997.72,"6,683,149,824","96,574,936,368"
6.Jan.18,995.15,1060.71,994.62,"1,041.68","4,662,219,776","100,852,102,738"
7.Jan.18,"1,043.01",1153.17,1043.01,"1,153.17","5,569,880,064","111,670,667,774"
8.Jan.18,"1,158.26",1266.93,1016.05,"1,148.53","8,450,970,112","111,244,629,093"
9.Jan.18,"1,146.00",1320.98,1145.49,"1,299.74","7,965,459,968","125,917,925,182"
10.Jan.18,"1,300.34",1417.38,1226.60,"1,255.82","9,214,950,400","121,689,425,203"
11.Jan.18,"1,268.09",1337.30,1135.17,"1,154.93","7,235,899,904","111,937,424,561"
12.Jan.18,"1,158.29",1296.04,1120.09,"1,273.20","5,222,300,160","123,426,938,667"
13.Jan.18,"1,270.47",1432.88,1270.47,"1,396.42","5,746,760,192","135,400,735,922"
14.Jan.18,"1,397.48",1400.56,1286.21,"1,366.77","4,841,630,208","132,554,906,162"
15.Jan.18,"1,365.21",1390.59,1290.60,"1,291.92","4,781,100,032","125,319,766,537"
16.Jan.18,"1,292.63",1292.63,875.54,"1,053.69","8,405,139,968","102,231,295,311"
17.Jan.18,"1,061.34",1090.23,780.92,"1,014.25","8,545,160,192","98,429,091,487"
18.Jan.18,"1,016.44",1100.31,967.76,"1,036.28","5,938,319,872","100,588,318,055"
19.Jan.18,"1,028.82",1093.22,1003.71,"1,039.10","4,084,450,048","100,883,462,786"
20.Jan.18,"1,044.95",1167.11,1044.95,"1,155.15","3,975,190,016","112,174,461,242"
21.Jan.18,"1,155.68",1155.68,1021.50,"1,049.58","3,378,089,984","101,943,726,022"
22.Jan.18,"1,055.35",1089.10,930.74,"1,003.26","3,810,099,968","97,465,684,890"
23.Jan.18,"1,004.17",1023.23,920.54,986.23,"3,556,699,904","95,831,359,552"
24.Jan.18,987.48,1062.44,965.81,"1,058.78","3,944,039,936","102,902,843,882"
25.Jan.18,"1,063.22",1104.66,1034.74,"1,056.03","4,050,190,080","102,657,059,605"
26.Jan.18,"1,052.70",1080.60,996.78,"1,055.17","3,617,690,112","102,595,008,990"
27.Jan.18,"1,055.75",1121.98,1042.12,"1,107.07","3,002,870,016","107,663,911,307"
28.Jan.18,"1,111.78",1257.77,1111.78,"1,246.01","5,372,329,984","121,201,618,306"
29.Jan.18,"1,246.70",1256.70,1169.08,"1,182.36","3,715,079,936","115,034,583,684"
30.Jan.18,"1,184.13",1184.63,1058.97,"1,071.13","4,107,859,968","104,234,481,555"
31.Jan.18,"1,071.09",1128.66,1034.50,"1,118.31","3,757,560,064","108,848,638,400"
1.Feb.18,"1,119.37",1161.35,984.82,"1,036.79","5,261,680,128","100,935,354,837"
2.Feb.18,"1,035.77",1035.77,757.98,915.78,"6,713,290,240","89,173,962,074"
3.Feb.18,919.21,991.94,847.69,964.02,"3,243,480,064","93,890,299,032"
4.Feb.18,964.67,969.03,805.06,834.68,"2,997,090,048","81,310,521,832"
5.Feb.18,834.96,856.65,644.60,697.95,"4,269,530,112","68,005,284,183"
6.Feb.18,707.74,796.44,574.42,793.12,"6,518,269,952","77,294,507,868"
7.Feb.18,790.43,851.20,723.43,757.07,"3,896,179,968","73,796,288,509"
8.Feb.18,755.84,845.09,755.84,817.81,"3,708,189,952","79,733,609,806"
9.Feb.18,818.48,884.00,788.83,883.86,"2,495,820,032","86,191,922,699"
10.Feb.18,882.47,917.40,825.58,860.41,"2,930,530,048","83,922,989,198"
11.Feb.18,859.29,859.29,788.22,814.66,"2,486,650,112","79,476,512,347"
12.Feb.18,817.51,875.94,817.51,868.71,"2,243,450,112","84,767,037,716"
13.Feb.18,869.29,870.71,828.84,845.26,"2,081,170,048","82,496,189,206"
14.Feb.18,844.28,926.43,844.28,923.56,"2,818,370,048","90,157,005,929"
15.Feb.18,923.73,951.95,911.11,936.98,"2,900,100,096","91,485,862,822"
16.Feb.18,934.79,950.01,917.85,944.21,"2,369,449,984","92,211,437,654"
17.Feb.18,944.75,976.59,940.75,974.11,"2,525,720,064","95,151,956,513"
18.Feb.18,973.35,982.93,915.45,923.92,"2,567,290,112","90,267,805,476"
19.Feb.18,921.67,957.78,921.55,943.86,"2,169,019,904","92,235,641,556"
20.Feb.18,943.57,965.27,892.95,895.37,"2,545,260,032","87,514,997,546"
21.Feb.18,894.14,912.38,830.56,849.97,"2,531,729,920","83,095,081,059"
22.Feb.18,849.26,875.93,802.67,812.84,"2,150,370,048","79,482,140,044"
23.Feb.18,811.59,886.32,794.79,864.19,"2,334,820,096","84,520,567,485"
24.Feb.18,861.59,879.53,818.55,840.52,"1,926,579,968","82,222,377,928"
25.Feb.18,839.46,853.15,822.38,844.81,"1,646,960,000","82,659,602,549"
26.Feb.18,845.28,880.39,842.32,869.32,"2,044,480,000","85,074,973,200"
27.Feb.18,870.36,896.26,867.10,878.27,"2,053,980,032","85,968,788,108"
28.Feb.18,877.93,890.11,855.12,855.2,"1,963,980,032","83,728,564,149"
1.Mar.18,856.01,880.30,851.92,872.2,"1,868,519,936","85,410,827,047"
2.Mar.18,871.76,876.38,852.42,856.85,"1,894,419,968","83,925,690,001"
3.Mar.18,856.71,868.45,855.21,857.22,"1,699,369,984","83,979,651,073"
4.Mar.18,856.19,867.95,840.28,866.68,"1,697,939,968","84,923,240,778"
5.Mar.18,866.85,869.92,853.52,853.68,"1,898,489,984","83,667,342,992"
6.Mar.18,853.82,853.82,809.93,816.95,"1,943,069,952","80,083,929,891"
7.Mar.18,816.27,825.61,726.55,752.83,"2,175,419,904","73,813,918,307"
8.Mar.18,752.57,773.77,696.17,704.6,"1,891,640,064","69,098,851,661"
9.Mar.18,702.2,729.16,648.11,728.92,"2,233,019,904","71,498,733,754"
10.Mar.18,730.16,748.03,682.70,686.89,"1,532,960,000","67,390,487,259"
11.Mar.18,685.31,735.83,668.12,723.34,"1,562,680,064","70,981,343,639"
12.Mar.18,724.41,742.51,683.27,699.83,"1,764,999,936","68,688,764,839"
13.Mar.18,698.15,713.73,682.35,690.83,"1,425,959,936","67,819,092,121"
14.Mar.18,691.22,702.78,594.10,614.29,"1,810,560,000","60,318,025,226"
15.Mar.18,614.84,620.62,579.51,611.3,"1,770,460,032","60,037,233,577"
16.Mar.18,611.78,623.17,587.86,601.67,"1,417,350,016","59,103,031,871"
17.Mar.18,601.68,609.15,549.10,552.78,"1,267,810,048","54,312,035,489"
18.Mar.18,551.64,551.64,460.09,538.64,"2,685,499,904","52,934,184,182"
19.Mar.18,546.63,558.10,519.12,556.73,"2,046,790,016","54,722,473,140"
20.Mar.18,556.72,567.09,521.20,557.17,"1,833,680,000","54,777,982,164"
21.Mar.18,559.1,589.61,550.57,561.73,"1,781,270,016","55,237,391,316"
22.Mar.18,562.1,577.57,523.09,539.7,"1,523,459,968","53,082,150,649"
23.Mar.18,539.86,540.49,512.13,539.62,"1,596,349,952","53,084,905,906"
24.Mar.18,542.57,545.38,526.08,526.44,"1,300,009,984","51,799,123,912"
25.Mar.18,522.7,535.82,515.66,524.29,"1,151,170,048","51,598,047,955"
26.Mar.18,524.29,526.38,470.44,489.95,"1,638,880,000","48,228,842,327"
27.Mar.18,489.59,491.46,449.97,450.12,"1,617,939,968","44,316,774,118"
28.Mar.18,450.29,466.21,444.86,446.28,"1,514,179,968","43,948,072,321"
29.Mar.18,448.08,450.81,385.81,385.97,"1,970,230,016","38,016,727,209"
30.Mar.18,385.9,409.93,368.63,394.64,"1,878,130,048","38,879,465,944"
31.Mar.18,395,418.47,392.95,396.46,"1,323,920,000","39,066,085,342"
1.Apr.18,397.25,400.53,363.80,379.61,"1,256,930,048","37,413,407,420"
2.Apr.18,379.7,395.17,377.59,386.42,"1,102,259,968","38,093,277,842"
3.Apr.18,387.31,418.97,383.53,416.89,"1,363,399,936","41,105,280,498"
4.Apr.18,416.48,417.47,375.31,380.54,"1,287,730,048","37,528,933,631"
5.Apr.18,379.95,387.72,369.82,383.23,"1,210,680,064","37,802,008,408"
6.Apr.18,382.73,385.20,366.91,370.29,"967,105,984","36,532,478,896"
7.Apr.18,370.38,393.06,369.94,385.31,"951,475,008","38,023,057,371"
8.Apr.18,385.74,402.59,385.60,400.51,"948,488,000","39,530,560,784"
9.Apr.18,400.86,429.25,390.61,398.53,"1,478,390,016","39,343,018,191"
10.Apr.18,399.41,415.89,393.88,414.24,"1,196,000,000","40,903,130,396"
11.Apr.18,415.02,430.54,412.47,430.54,"1,439,040,000","42,521,044,920"
12.Apr.18,430.16,493.06,417.41,492.94,"2,519,360,000","48,693,844,481"
13.Apr.18,493.16,526.47,482.66,492.73,"2,419,249,920","48,683,660,481"
14.Apr.18,492.58,512.02,488.28,501.48,"1,519,079,936","49,557,725,333"
15.Apr.18,502.88,531.70,502.88,531.7,"1,726,089,984","52,555,419,462"
16.Apr.18,532.07,534.20,500.25,511.15,"1,758,979,968","50,534,185,799"
17.Apr.18,511.14,518.03,502.56,502.89,"1,760,359,936","49,728,519,115"
18.Apr.18,503.31,525.09,503.05,524.79,"1,762,940,032","51,904,227,886"
19.Apr.18,524.04,567.89,523.26,567.89,"2,256,869,888","56,178,772,001"
20.Apr.18,567.99,618.72,560.28,615.72,"2,849,469,952","60,922,818,296"
21.Apr.18,616,621.89,578.55,605.4,"2,612,460,032","59,913,832,194"
22.Apr.18,606.12,640.77,593.87,621.86,"2,426,269,952","61,556,034,015"
23.Apr.18,621.2,646.70,621.03,642.55,"2,386,830,080","63,617,020,167"
24.Apr.18,643.4,708.88,643.40,708.16,"3,581,860,096","70,127,342,534"
25.Apr.18,707.06,707.06,600.21,615.42,"4,216,140,032","60,955,966,711"
26.Apr.18,618.08,663.18,604.01,662.81,"2,984,009,984","65,663,946,135"
27.Apr.18,662.11,684.87,647.03,647.03,"2,598,129,920","64,114,105,428"
28.Apr.18,644.65,691.44,644.65,683.68,"2,496,659,968","67,759,208,004"
29.Apr.18,683.91,697.76,670.51,688.88,"2,740,559,872","68,289,153,706"
30.Apr.18,689.76,694.44,666.12,669.92,"2,853,100,032","66,423,712,256"
1.May.18,670.46,674.40,637.54,673.61,"2,678,960,128","66,803,233,984"
2.May.18,674.08,688.84,667.42,687.15,"2,822,269,952","68,159,979,253"
3.May.18,686.59,784.34,686.59,779.54,"4,210,939,904","77,340,839,220"
4.May.18,776.78,803.75,762.63,785.62,"3,533,410,048","77,960,306,236"
5.May.18,784.58,827.46,784.24,816.12,"3,035,040,000","81,003,446,783"
6.May.18,816.09,835.06,764.88,792.31,"3,105,570,048","78,656,662,788"
7.May.18,793.34,795.76,710.18,753.72,"4,316,120,064","74,841,655,792"
8.May.18,755.01,774.25,728.13,752.86,"2,920,489,984","74,770,813,968"
9.May.18,752.9,759.53,718.47,752.28,"2,877,870,080","74,728,439,730"
10.May.18,752.58,766.75,726.66,727.28,"2,748,950,016","72,260,117,775"
11.May.18,727.01,736.98,669.83,679.59,"3,290,080,000","67,535,702,572"
12.May.18,679.88,691.41,644.07,686.05,"2,668,480,000","68,192,028,458"
13.May.18,687.17,741.31,675.32,733.5,"2,362,500,096","72,923,278,119"
14.May.18,732.73,742.17,695.79,730.55,"3,005,110,016","72,645,181,706"
15.May.18,731.14,739.05,700.99,708.87,"2,523,069,952","70,504,110,201"
16.May.18,708.09,710.20,682.54,707.05,"2,476,130,048","70,337,446,111"
17.May.18,708.72,718.83,668.83,672.66,"2,350,619,904","66,929,938,612"
18.May.18,672.1,695.03,663.81,694.37,"2,305,740,032","69,104,455,849"
19.May.18,695.07,715.58,686.79,696.53,"2,021,549,952","69,334,147,807"
20.May.18,697.92,723.75,692.67,715.37,"2,156,910,080","71,224,213,260"
21.May.18,717.19,719.28,692.49,699.22,"2,005,170,048","69,631,032,596"
22.May.18,700.18,700.98,644.03,647.74,"2,230,469,888","64,517,663,406"
23.May.18,646.67,651.64,572.95,583.59,"2,995,429,888","58,139,666,822"
24.May.18,584.54,610.82,557.21,601.76,"2,791,099,904","59,962,094,302"
25.May.18,602.14,617.19,575.62,586.73,"2,110,919,936","58,477,440,268"
26.May.18,587.43,606.17,583.51,587.28,"1,694,300,032","58,544,016,481"
27.May.18,588.52,590.33,562.87,572.67,"1,788,790,016","57,099,072,056"
28.May.18,573.04,576.05,512.55,516.04,"2,356,900,096","51,463,146,627"
29.May.18,516.15,572.26,516.15,565.39,"2,330,820,096","56,396,587,656"
30.May.18,566.83,583.14,545.43,559.59,"2,053,970,048","55,829,809,817"
31.May.18,558.5,585.54,557.07,577.65,"1,985,040,000","57,643,138,807"
1.Jun.18,578.67,589.09,567.66,580.04,"1,945,890,048","57,894,350,583"
2.Jun.18,580.43,597.08,577.32,591.81,"1,880,390,016","59,080,880,117"
3.Jun.18,591.26,624.51,591.26,618.33,"1,832,550,016","61,740,821,846"
4.Jun.18,619.44,623.43,583.75,592.98,"1,903,430,016","59,222,873,880"
5.Jun.18,593.41,611.33,580.98,609.3,"1,844,269,952","60,864,980,395"
6.Jun.18,610.26,611.64,596.40,607.12,"1,756,530,048","60,659,842,641"
7.Jun.18,607.69,616.14,601.69,605.19,"1,880,140,032","60,478,879,395"
8.Jun.18,605.44,608.81,595.59,601.08,"1,637,779,968","60,080,608,858"
9.Jun.18,600.91,608.58,597.56,597.56,"1,519,309,952","59,741,701,633"
10.Jun.18,594.34,594.34,511.89,526.48,"2,234,880,000","52,645,885,461"
11.Jun.18,524.86,536.86,515.27,533.28,"1,982,119,936","53,337,466,294"
12.Jun.18,532.71,538.96,491.23,496.84,"1,932,760,064","49,702,985,162"
13.Jun.18,498.02,501.90,459.00,477.49,"2,080,130,048","47,777,150,787"
14.Jun.18,478.38,523.54,467.47,519.74,"2,458,650,112","52,015,066,663"
15.Jun.18,520.48,521.30,487.47,491,"1,808,269,952","49,149,084,090"
16.Jun.18,490.41,503.22,488.85,499.64,"1,314,109,952","50,024,018,701"
17.Jun.18,499.46,507.64,498.65,500.45,"1,264,870,016","50,114,921,288"
18.Jun.18,499.38,521.80,494.07,518.89,"1,513,869,952","51,972,519,171"
19.Jun.18,519.02,542.35,516.31,537.96,"1,726,569,984","53,893,191,559"
20.Jun.18,538.51,541.02,519.37,536.27,"1,596,290,048","53,735,032,875"
21.Jun.18,536.45,543.72,524.26,527.37,"1,462,070,016","52,853,921,455"
22.Jun.18,527.19,527.19,456.88,465.82,"2,226,030,080","46,694,859,628"
23.Jun.18,466.27,479.13,462.39,474.52,"1,651,379,968","47,577,076,102"
24.Jun.18,474.77,475.36,426.47,457.67,"2,490,579,968","45,897,156,207"
25.Jun.18,455.94,470.34,448.90,460.31,"4,007,950,080","46,171,165,114"
26.Jun.18,460.73,461.21,432.77,432.77,"1,356,560,000","43,417,898,248"
27.Jun.18,432.24,444.24,424.84,442.36,"1,368,940,032","44,389,430,889"
28.Jun.18,442.29,443.62,419.68,422.36,"1,360,790,016","42,391,125,054"
29.Jun.18,422.59,441.79,407.95,436.01,"1,564,499,968","43,769,409,548"
30.Jun.18,436.21,458.80,436.21,455.18,"1,475,939,968","45,703,302,056"
1.Jul.18,455.24,457.14,446.39,453.92,"1,511,730,048","45,585,861,718"
2.Jul.18,453.82,479.13,447.11,475.35,"1,625,789,952","47,747,743,959"
3.Jul.18,475.39,483.85,462.58,464.2,"1,683,939,968","46,637,067,239"
4.Jul.18,464.15,481.44,455.18,467.32,"1,549,769,984","46,960,391,871"
5.Jul.18,467.29,483.23,464.63,474.41,"1,828,610,048","47,682,968,020"
6.Jul.18,474.36,479.65,457.61,474.01,"1,627,609,984","47,652,424,064"
7.Jul.18,474.06,491.66,466.84,491.66,"1,358,360,064","49,436,674,025"
8.Jul.18,492.07,503.20,488.42,489.12,"1,344,560,000","49,191,161,178"
9.Jul.18,488.88,490.85,475.17,476.68,"1,533,799,936","47,950,212,027"
10.Jul.18,476.16,478.32,433.96,434.42,"1,789,069,952","43,708,241,775"
11.Jul.18,434.52,447.32,429.51,446.52,"1,422,470,016","44,934,271,235"
12.Jul.18,446.5,446.50,422.81,430.07,"1,495,440,000","43,288,294,177"
13.Jul.18,430.74,442.36,430.74,434.03,"1,489,670,016","43,694,988,769"
14.Jul.18,434.51,439.43,431.47,436.09,"1,235,820,032","43,911,193,561"
15.Jul.18,435.88,454.00,433.92,449.85,"1,350,160,000","45,306,414,380"
16.Jul.18,450.42,480.66,446.80,480.66,"1,858,680,064","48,419,026,521"
17.Jul.18,480.08,508.78,468.92,501,"2,288,100,096","50,478,766,285"
18.Jul.18,500.84,513.43,474.36,480.51,"2,371,559,936","48,424,155,624"
19.Jul.18,480.63,483.24,465.14,469.62,"2,068,739,968","47,335,899,963"
20.Jul.18,469.31,469.31,443.69,450.7,"1,821,350,016","45,437,819,522"
21.Jul.18,450.68,468.08,445.78,462.44,"1,504,310,016","46,630,720,739"
22.Jul.18,462.44,470.90,458.12,459.66,"1,338,589,952","46,360,029,757"
23.Jul.18,459.44,469.77,449.73,450.85,"1,596,999,936","45,481,301,491"
24.Jul.18,451.14,481.14,450.57,479.37,"2,287,520,000","48,368,209,917"
25.Jul.18,479.91,482.87,466.47,472.49,"1,930,780,032","47,683,830,874"
26.Jul.18,472.33,483.70,461.42,464.04,"1,621,560,064","46,839,932,193"
27.Jul.18,464.01,473.22,458.29,469.67,"1,734,259,968","47,417,755,376"
28.Jul.18,469.68,471.59,462.99,466.9,"1,531,890,048","47,147,853,886"
29.Jul.18,466.92,470.36,462.71,466.67,"1,631,910,016","47,133,881,666"
30.Jul.18,466.83,467.95,448.64,457.08,"2,141,590,000","46,175,217,427"
31.Jul.18,457.25,457.25,430.44,433.87,"1,820,680,000","43,839,034,237"
